English,Chinese
Where did the accident take place?,那件意外是在甚麼地方發生的？
The accident took place at that corner.,事故發生在轉角。
The accident happened the day before yesterday.,事故发生在前天。
When did the accident take place?,這意外是何時發生的？
The accident happened on a rainy day.,事故发生在一个雨天。
The accident happened two hours ago.,意外是在兩小時前發生的。
He is responsible for the accident.,他為這個事故負責。
We were faced with an unusual situation because of the accident.,那场事故让我们陷入了不寻常的局势。
Dare you ask him about the accident?,你敢问他有关事故的问题吗？
I asked him about the accident.,我問他關於這個意外的事。
The accident bereaved her of her husband.,事故使她失去了丈夫。
Only one person survived the accident.,只有一人倖免於難。
Ten people were injured in the accident.,意外中有十個人受了傷。
The accident almost cost him his life.,事故差点让他丢了性命。
The accident caused traffic confusion.,那場意外使交通大亂。
You have only to read this article to see how serious the accident was.,你只要讀讀這篇文章，就能知道那意外有多嚴重。
It is difficult for me to handle the case.,我处理这事有困难。
They are inquiring into the matter.,他們正在調查這件事。
The event is still fresh in our memory.,那件事在我們的腦海中還記憶猶新。
That event happened 15 years ago.,那件事是在十五年前發生的。
He backed us up during that incident.,他在那個事件期間支持我們。
The incident sowed the seeds of the war.,该事件播下了战争的种子。
"The fact is, I think, very important.",我认为这个事实很重要。
The business hasn't been paying for the last six months.,这家企业近6个月以来一直在欠薪。
The total expense for the project amounts to one hundred million yen.,計劃的總開支為一億円。
Who will provide capital for the venture?,谁来为风险投资提供资金？
You mustn't tell that to your parents.,你千萬不要和你父母說這件事。
Nobody but John has heard of it.,除了约翰没人听说过这事。
It is no use arguing with him about it.,和他争论这件事得不出结果。
That destroyed all his dreams.,那打破了他所有的梦想。
What time does the game start?,比賽甚麼時候開始？
The exam was divided into two parts.,考試分為兩個部分。
He was happy to have passed the examination.,他为考试及格感到高兴。
That market has been rapidly expanding.,那個市場一直在急速擴展。
The city was soon occupied by the soldiers.,很快，城市就被士兵占领了。
"The population of the city is about 100,000.",這座城市約有10 0000人口。
He talked with his eyes shining.,他雙眼發光地說著。
He seems to be asleep.,他看上去已经睡着了。
The child followed me to the park.,這孩子跟著我去公園。
The child was paralyzed with fear.,那个孩子被吓得一动也不能动。
He gathered his toys together.,他收起了他的玩具。
The boy remained silent.,男孩依旧沉默不语。
That child resembles his father.,那孩子和他父亲很像。
He is as tall as his father.,他和他爸爸一样高。
The child believes that the earth is flat.,那個小孩以為地球是平的。
That boy talks as if he were a grown up.,那個男孩說起話來像個大人。
He is in poor health.,他的健康狀況很差。
The boy grew up to be a great statesman.,这个孩子长大后成为了一个伟大的政治家。
The child has a case of chicken pox.,这孩子有水痘的症状。
The boy was not humiliated by the laughter of his classmates.,那个男孩没有因为他同学的笑而谦卑。
He did nothing but cry.,他只是哭。
That child may have been kidnapped on his way home.,那个孩子可能在回家的路上被绑架了。
He grinned with delight.,他高興地笑了起來。
The little boy is afraid of the dark.,這小男孩怕黑。
No sooner had the child seen his mother than he burst into tears.,孩子一見到母親就哭了起來。
He should apologize for being rude to the guests.,他应该为自己对客人的粗鲁无礼而道歉。
She was crying for a toy.,她为了个玩具在哭。
That child has few friends.,那孩子沒有什麼朋友。
He goes to bed at eight o'clock.,他八點上床睡覺。
The boy can count to ten.,这小男孩能数到十。
He made no progress in his speaking ability.,他說話的能力沒有任何的進步。
The children were well looked after.,孩子们被照顾得很好。
Few people know how to do it.,很少有人知道怎么做。
It won't take long to finish the job.,完成这个工作不会花太长时间。
It is utterly impossible to finish the work within a month.,這份工作絕對沒有可能在一個月之內完成。
He couldn't get the job.,他無法得到這份工作。
Are you through with the work?,你把工作做完了沒有？
I finished the work in less than an hour.,我用不到一小时就完成了这个工作。
"The job looked quite simple, but it took me a week.",這份工作看起來很簡單，但它花了我一個星期。
The job is not suitable for young girls.,这个岗位不合适小姑娘。
I finished the work yesterday.,我昨天完成了工作。
That job is pretty much finished.,那個工作幾乎被完成了。
You'll soon get accustomed to the work.,你很快就會習慣新工作了。
No less than three hundred dollars was needed for the work.,这个工作需要不低于300美金。
The mountain is covered with snow.,这座山被雪覆盖了。
The mountain has a beautiful shape.,這座山有一個美麗的外形。
Not a few monkeys were found in the mountain.,山上發現了不少猴子。
Can I have a look at the magazine?,我能看一眼那本杂志吗？
The magazine is issued twice a month.,這份雜誌每個月出刊兩次。
The murderer is still at large.,那个杀人犯依然逍遥法外。
The murderer is still at large.,凶手还没有抓到。
The writer is working on a new book.,那個作家正在寫新書。
The writer is living in a log cabin.,那个作家生活在小木屋中。
The writer is very humorous.,作家很有幽默感。
The writer's furniture is all shown in this museum.,那位作家用過的傢俱全都存放在這間博物館裏。
The author translated the fairy tale into our mother tongue.,作者將童話翻譯成了我們的母語。
Tell me how you got over such troubles?,告訴我你是如果解決這些問題的？
You must overcome the difficulties.,你必须克服困难。
The country declared war against its neighbor.,该国对其邻国宣战了。
The country had been devastated by long war.,这个国家被长期的战争毁坏了。
That country is rich in mineral resources.,那個國家擁有豐富的礦物資源。
The beauty of that country is beyond description.,那个国家的美是语言无法形容的。
One third of the population of that country cannot read.,那個國家三分之一的人口是文盲。
That country has a severe climate.,那国家的气候很严峻。
